LEFT,-82.28,-75.18,-69.12,-65.37,-61.97,-60.93,-62.3,-51.66,-15.75,36.02,86.68,129.73,162.06,183.82,199.75,209.54,206.9,187.33,150.09,100.04,44.39,-12.14,-66.16,-115.44,-156.88,-188.02,-211.7,-227.91,-231.97,-227.18,-221.84,-218.06,-209.94,-196.18,-181.4,-166.79,-152.21,-135.88,-113.25,-82.99,-54.41,-37.28,-27.23,-19.07,-13.15,-8.86,-5.88,-4.19,-2.49,0.88
LEFT,111.71,104.97,95.85,87.88,84.4,83.66,81.83,79.12,76.78,77.96,82.2,84.31,84.36,83.53,79.66,73.18,70.27,70.1,68.38,67.19,59.95,29.92,-23.62,-82.66,-138.93,-189.55,-223.87,-239.67,-236.96,-213.49,-175.14,-127.98,-72.97,-8.59,53.8,97.83,129.82,159.2,184.14,202.67,212.88,216.29,214.66,205.71,191.93,179.47,168.77,157.02,144.4,131.91
LEFT,-88.04,-85.98,-83.65,-82.54,-82.4,-74.08,-49.8,-15.18,21.53,55.57,85.21,111.82,131.74,143.52,152.27,155.93,150.28,137.09,115.19,80.61,36.75,-7.78,-50.38,-93.02,-134.63,-171.76,-201.76,-223.33,-236.52,-242.09,-239.52,-230.23,-215.63,-198.86,-185.68,-178.32,-173.42,-163.56,-145.53,-120.8,-93.52,-70.57,-54.27,-42.53,-32.01,-20.44,-9.5,-1.04,6.07,15.82
LEFT,-98.0,-102.34,-108.28,-110.0,-111.44,-113.29,-99.28,-59.79,-10.54,30.85,60.33,81.12,97.41,111.33,118.6,117.44,111.84,102.81,91.38,75.0,48.68,15.43,-21.96,-65.04,-111.43,-158.73,-204.94,-244.24,-271.86,-287.96,-293.15,-288.52,-275.88,-260.73,-247.72,-234.11,-217.79,-199.71,-180.16,-158.36,-137.13,-119.79,-103.55,-87.47,-71.92,-57.47,-43.61,-27.23,-9.24,5.78
LEFT,-88.03,-89.14,-89.47,-87.8,-84.04,-81.36,-80.03,-68.35,-34.83,13.98,63.19,105.53,139.37,164.4,180.52,186.31,181.03,166.37,142.24,108.59,67.97,21.33,-33.43,-92.94,-143.78,-180.43,-209.84,-232.88,-249.49,-261.63,-266.32,-263.59,-257.16,-248.64,-235.38,-216.84,-196.86,-177.38,-159.36,-141.09,-121.91,-102.86,-83.69,-64.36,-45.51,-29.25,-13.72,2.63,14.3,19.51
LEFT,126.23,127.11,127.73,127.45,124.94,121.68,119.25,116.28,112.73,111.06,111.09,109.61,104.71,98.03,93.62,92.54,93.07,93.05,90.84,83.25,58.88,14.69,-36.96,-85.59,-129.91,-169.4,-198.8,-213.34,-210.14,-186.89,-144.45,-89.63,-29.61,31.83,88.62,134.29,167.33,194.02,220.12,239.4,246.27,247.13,246.94,239.83,222.64,203.27,188.25,175.12,160.69,144.79
LEFT,-45.48,-41.61,-39.72,-41.51,-43.98,-34.67,-2.97,41.96,82.68,113.14,134.51,149.63,164.53,180.32,189.49,189.07,184.9,179.29,164.38,132.6,85.32,30.53,-26.73,-83.96,-132.08,-167.39,-195.93,-216.03,-227.79,-236.29,-239.59,-234.28,-222.16,-207.96,-193.11,-178.06,-165.77,-156.4,-146.76,-132.17,-112.36,-89.73,-68.14,-50.54,-36.54,-26.16,-15.89,-2.73,8.01,16.06
LEFT,54.15,51.38,40.01,26.89,20.15,19.53,18.82,14.51,10.22,8.1,3.88,-5.79,-12.27,-13.35,-17.43,-20.85,-19.51,-17.43,-17.69,-20.85,-25.57,-28.84,-38.72,-71.79,-128.53,-191.05,-244.17,-283.05,-304.17,-301.87,-277.93,-240.42,-197.14,-152.94,-106.04,-54.02,2.23,49.67,78.45,105.0,137.03,160.16,171.67,177.46,178.83,176.3,170.57,162.17,152.6,142.75
LEFT,-30.52,-29.93,-32.92,-36.64,-36.82,-23.09,13.03,60.56,100.47,131.11,164.22,198.68,219.17,222.65,218.14,205.88,181.11,147.63,110.0,64.47,8.19,-47.29,-87.76,-122.97,-161.69,-191.67,-209.48,-220.94,-228.14,-230.49,-224.75,-211.66,-196.23,-180.88,-163.23,-144.35,-128.88,-117.26,-105.98,-91.38,-76.05,-62.08,-48.69,-38.52,-31.26,-20.85,-4.79,13.7,28.5,36.51
LEFT,103.14,103.63,104.03,100.69,94.06,87.29,81.45,77.63,75.68,76.48,79.14,79.42,75.9,70.08,63.75,58.78,58.0,60.5,64.57,70.6,71.16,48.58,-2.34,-62.49,-117.63,-167.32,-208.53,-232.52,-229.52,-205.56,-177.91,-148.27,-109.81,-62.22,-13.22,31.73,71.04,102.63,130.76,156.57,177.75,197.81,214.11,220.35,218.54,212.46,202.56,190.43,177.57,163.56
LEFT,-76.29,-72.75,-69.58,-68.2,-68.44,-62.96,-42.24,-8.16,26.93,57.53,85.83,110.36,132.29,155.49,175.91,188.46,192.22,187.22,170.19,134.07,78.79,16.17,-41.94,-92.66,-137.67,-175.43,-203.22,-221.38,-231.96,-234.62,-231.3,-223.08,-211.38,-199.85,-188.89,-176.0,-159.76,-141.9,-124.58,-107.84,-91.29,-73.74,-57.07,-43.19,-31.94,-22.04,-11.31,-0.77,6.61,11.21
LEFT,66.49,63.27,60.03,54.66,48.8,44.76,42.2,39.3,35.91,32.32,29.66,28.53,28.42,28.04,24.12,15.4,4.43,-4.59,-9.61,-5.51,5.02,6.1,-15.27,-59.27,-109.78,-158.24,-206.98,-242.32,-252.91,-244.17,-222.98,-192.03,-149.51,-93.8,-29.46,28.75,69.24,96.65,117.81,135.42,147.39,150.79,152.17,153.95,150.44,142.84,136.1,127.96,115.13,101.8
LEFT,-20.23,-27.69,-28.09,-24.87,-20.89,-12.9,-5.33,-4.06,-4.43,-0.08,3.84,4.86,5.97,6.09,10.82,19.24,20.39,17.85,18.73,20.55,13.87,-7.94,-43.57,-90.15,-143.21,-193.24,-230.46,-248.76,-244.88,-217.69,-169.13,-108.18,-43.1,21.06,78.12,126.34,167.63,206.02,241.5,267.09,280.53,287.12,288.43,282.61,271.52,257.31,238.74,217.77,201.12,188.98
LEFT,102.23,99.59,95.01,92.88,91.93,89.2,83.79,77.47,74.86,76.93,80.1,82.51,83.64,82.49,77.55,73.03,72.29,72.91,73.83,74.91,64.64,28.52,-27.9,-87.85,-140.62,-183.64,-214.88,-223.19,-203.66,-162.88,-107.66,-46.13,17.84,78.42,127.28,167.82,200.96,221.48,232.79,239.57,241.39,237.68,230.34,221.94,212.85,201.42,188.46,176.17,161.91,143.11
LEFT,55.9,52.49,42.16,20.89,-2.2,-13.36,-10.75,-3.23,1.25,6.24,15.98,23.58,27.65,33.62,38.78,40.71,41.52,43.66,46.95,49.23,48.05,34.38,-2.67,-58.55,-114.06,-162.1,-204.89,-231.91,-238.01,-227.95,-202.29,-162.07,-111.21,-53.77,6.43,56.06,85.57,110.57,139.65,162.59,175.83,180.07,176.61,169.98,161.46,151.37,141.67,131.41,118.97,106.56
LEFT,-35.89,-39.05,-42.99,-41.38,-22.39,14.17,53.89,85.88,108.6,122.83,133.71,145.13,151.07,149.48,144.85,137.35,123.33,99.96,64.26,18.73,-25.19,-63.24,-100.62,-137.98,-169.15,-188.19,-196.6,-197.03,-191.48,-183.98,-179.84,-181.97,-183.84,-176.56,-158.5,-136.91,-117.74,-101.67,-89.6,-80.59,-71.34,-58.85,-43.26,-27.94,-14.77,-3.97,3.68,10.82,22.47,34.31
LEFT,-76.69,-74.93,-77.78,-84.78,-84.35,-63.16,-24.96,15.66,52.01,80.92,98.91,112.63,127.95,140.85,148.66,149.86,142.2,124.04,95.77,61.28,25.35,-9.75,-48.03,-92.92,-138.32,-178.01,-211.16,-233.37,-245.27,-255.28,-265.0,-266.94,-256.23,-239.55,-224.54,-209.74,-193.03,-176.43,-161.1,-144.74,-127.62,-109.56,-90.83,-76.14,-63.55,-46.36,-26.3,-9.1,5.19,18.69
LEFT,101.62,99.64,94.82,93.49,97.37,98.04,91.61,85.21,81.2,76.27,71.23,67.54,63.43,57.06,50.0,44.0,39.75,36.26,34.05,34.96,30.29,4.34,-41.93,-90.36,-138.27,-191.28,-237.37,-263.71,-262.27,-235.06,-196.21,-154.84,-110.78,-62.53,-12.06,39.42,88.56,128.93,162.99,190.96,205.82,210.7,213.91,214.65,208.58,198.18,188.61,178.57,164.44,148.32
LEFT,-119.37,-119.82,-118.91,-116.24,-114.94,-107.04,-80.01,-42.45,-7.26,26.34,59.27,88.04,109.26,122.04,131.78,139.33,135.88,116.25,84.1,42.94,-5.1,-54.83,-95.46,-126.79,-156.13,-181.57,-199.14,-205.64,-203.89,-202.77,-204.24,-204.65,-199.13,-185.27,-165.96,-148.32,-136.3,-127.14,-117.38,-104.68,-87.69,-65.38,-44.01,-32.41,-25.33,-11.2,10.61,31.04,41.89,44.73
LEFT,110.11,115.23,114.84,110.5,104.52,97.67,92.4,90.78,92.26,92.12,88.64,83.71,77.69,71.56,67.37,65.07,64.59,64.43,62.5,57.61,44.93,14.56,-33.99,-91.06,-146.04,-188.32,-216.07,-231.79,-232.7,-212.5,-172.38,-119.64,-61.24,-5.4,45.07,91.03,127.42,155.85,183.47,209.03,227.94,240.02,245.81,243.71,235.25,225.37,214.41,199.44,180.89,161.05
