,LABEL,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
51,LEFT,-36.17,-15.51,7.85,32.48,52.51,69.81,85.71,96.98,106.44,113.74,113.89,108.59,99.45,86.42,70.19,50.68,28.77,3.86,-23.3,-47.48,-73.86,-106.46,-136.89,-160.02,-175.97,-189.45,-201.98,-210.04,-214.07,-214.64,-208.91,-194.98,-176.24,-157.45,-142.9,-135.02,-127.77,-113.67,-93.72,-76.55,-63.97,-50.66,-36.42,-22.45,-8.29,3.08,12.19,23.97,34.75,43.77
52,LEFT,90.58,88.07,84.32,79.36,77.03,77.39,77.94,76.78,72.03,65.5,59.79,55.12,49.8,45.5,43.56,41.55,37.27,28.99,18.14,10.72,6.78,-7.48,-38.64,-80.62,-130.26,-182.21,-226.42,-252.9,-254.56,-231.3,-194.59,-154.29,-112.28,-70.29,-29.71,6.39,37.4,68.13,95.32,113.16,126.49,140.32,153.58,164.4,168.98,167.17,163.69,160.25,154.53,142.85
53,LEFT,-82.31,-81.78,-79.89,-77.77,-74.14,-60.21,-32.09,2.27,33.64,60.71,86.89,106.4,112.13,113.55,119.67,123.47,118.06,104.34,82.53,48.96,4.7,-41.9,-85.59,-122.2,-154.88,-190.22,-220.43,-236.14,-240.02,-237.51,-231.23,-223.09,-216.24,-206.66,-190.18,-168.39,-145.76,-125.01,-108.49,-98.12,-87.5,-73.8,-61.09,-48.68,-35.13,-23.66,-15.59,-8.4,1.96,15.16
54,LEFT,-48.19,-48.39,-44.75,-40.39,-39.34,-40.45,-38.14,-33.8,-33.72,-38.12,-41.22,-38.88,-33.97,-31.38,-31.69,-32.33,-32.46,-31.32,-27.15,-19.97,-14.2,-16.42,-35.45,-75.46,-127.02,-178.09,-221.12,-250.32,-262.41,-255.17,-230.08,-195.96,-156.5,-108.89,-52.33,5.07,56.79,99.26,125.34,145.63,170.62,187.46,191.47,193.99,200.01,206.21,207.82,200.51,185.51,170.79
55,LEFT,-38.59,-44.81,-50.16,-52.13,-44.92,-21.37,11.81,40.68,60.25,74.46,89.92,105.17,115.48,120.03,115.36,101.46,84.37,65.71,43.41,16.93,-12.87,-44.65,-81.02,-121.89,-160.23,-192.27,-218.75,-243.28,-264.57,-275.68,-276.51,-270.98,-260.11,-244.5,-229.01,-217.93,-207.81,-194.59,-179.79,-165.23,-147.64,-128.3,-112.9,-102.55,-93.43,-79.37,-62.0,-47.5,-34.33,-20.37
56,LEFT,37.2,30.95,26.55,26.12,27.44,26.55,24.95,22.73,18.23,10.86,4.13,0.52,2.2,4.39,0.88,-1.78,-3.04,-4.63,-4.1,-6.89,-13.68,-19.02,-27.91,-55.42,-106.45,-165.14,-214.21,-245.16,-255.88,-247.45,-224.88,-196.23,-164.03,-126.21,-81.58,-34.24,10.41,49.37,79.12,101.46,118.18,131.31,143.51,151.15,153.61,155.97,158.45,155.93,146.0,130.76
57,LEFT,56.81,48.34,40.2,31.96,25.28,21.48,24.68,33.23,34.25,23.3,12.42,6.36,0.52,-6.25,-12.37,-16.22,-21.57,-30.24,-36.06,-37.57,-39.41,-48.33,-73.27,-114.5,-158.68,-192.49,-213.08,-224.82,-226.92,-214.59,-188.01,-148.39,-101.17,-55.78,-17.79,11.1,30.69,40.83,42.01,37.51,34.24,35.55,40.4,45.37,44.96,38.27,29.79,23.59,18.73,14.96
58,LEFT,-82.13,-74.39,-55.27,-32.04,-3.94,28.61,60.63,91.37,121.02,143.6,159.17,172.07,178.41,175.72,168.82,160.84,150.41,135.56,115.8,91.26,60.31,22.58,-15.72,-55.44,-103.29,-158.37,-212.57,-256.3,-284.52,-296.54,-297.73,-296.4,-293.2,-285.85,-274.04,-256.3,-229.63,-199.31,-174.14,-154.59,-138.37,-124.22,-110.41,-93.55,-73.95,-62.16,-68.29,-82.83,-80.93,-56.92
59,LEFT,-105.58,-103.88,-103.55,-112.26,-119.24,-107.98,-83.01,-58.56,-34.68,-7.96,15.08,30.3,40.27,52.07,67.79,79.78,83.13,81.03,75.02,59.04,31.2,-3.96,-43.83,-88.11,-136.14,-183.01,-222.91,-254.14,-276.99,-289.08,-289.05,-278.46,-266.2,-260.54,-256.68,-246.98,-231.62,-213.7,-193.34,-171.81,-152.0,-134.9,-120.69,-107.01,-92.19,-74.69,-57.23,-44.39,-31.99,-17.38
60,LEFT,-83.95,-82.91,-87.34,-91.77,-86.34,-68.53,-42.57,-11.72,19.09,43.69,61.24,75.45,88.32,96.97,98.48,94.9,86.96,74.58,57.74,33.88,1.89,-34.85,-70.79,-108.56,-148.45,-180.36,-203.26,-220.01,-230.89,-240.19,-248.88,-252.93,-248.23,-235.65,-219.13,-202.48,-187.44,-172.93,-157.75,-141.14,-124.29,-108.02,-91.18,-72.33,-52.33,-37.61,-28.84,-20.97,-12.18,-2.14
61,LEFT,-63.39,-64.64,-70.08,-74.64,-65.26,-38.61,-5.37,25.61,52.46,73.54,86.75,97.06,109.85,122.3,130.53,131.46,123.68,109.15,88.03,59.91,26.1,-12.75,-55.5,-100.01,-141.26,-175.31,-205.04,-230.13,-246.22,-253.9,-255.96,-252.96,-241.75,-224.46,-207.45,-192.18,-179.95,-170.66,-158.57,-137.68,-112.33,-89.38,-69.39,-52.86,-40.67,-32.64,-26.79,-18.55,-6.27,8.04
62,LEFT,60.27,58.61,57.25,55.07,48.46,37.47,28.16,23.52,20.76,17.83,14.9,11.78,6.37,-2.4,-12.08,-15.25,-14.86,-20.61,-26.9,-27.02,-25.33,-26.02,-38.06,-74.16,-130.33,-188.5,-238.83,-274.35,-282.87,-266.39,-236.51,-197.16,-152.43,-108.42,-66.55,-21.82,21.89,53.56,74.59,91.93,108.49,121.52,128.58,134.62,140.01,138.7,130.78,122.71,115.61,104.76
63,LEFT,-49.19,-55.28,-56.52,-60.09,-66.22,-61.07,-37.22,-5.64,21.66,44.31,63.29,78.14,92.19,106.6,119.16,123.63,113.74,95.47,74.18,47.36,16.03,-19.11,-60.08,-104.0,-146.89,-185.78,-216.75,-239.04,-252.5,-255.5,-252.04,-245.35,-235.81,-224.74,-212.96,-201.43,-189.57,-175.3,-156.86,-136.25,-115.69,-97.46,-87.78,-82.68,-72.22,-56.77,-41.43,-26.59,-12.04,1.5
64,LEFT,-30.28,-30.22,-30.15,-30.55,-31.15,-29.66,-25.43,-23.34,-25.83,-29.05,-30.03,-29.61,-30.68,-34.45,-38.6,-40.5,-40.83,-41.42,-42.42,-43.88,-45.57,-44.65,-42.46,-53.08,-89.22,-145.22,-204.78,-253.66,-281.9,-285.23,-264.05,-227.31,-185.92,-141.57,-94.02,-44.45,4.73,51.53,94.25,126.07,146.04,162.59,178.67,188.79,187.8,178.21,167.73,159.99,153.06,144.05
65,LEFT,-37.74,-45.49,-55.22,-57.09,-38.08,0.12,40.11,66.08,76.5,86.3,102.36,113.12,114.83,114.46,114.06,109.74,99.48,85.22,64.26,33.38,-1.12,-32.56,-61.42,-94.66,-134.72,-172.0,-199.73,-220.93,-237.28,-242.91,-238.34,-233.78,-231.67,-226.8,-215.83,-201.74,-186.89,-170.52,-153.72,-137.8,-124.34,-113.33,-103.3,-89.87,-73.31,-58.36,-45.17,-33.55,-22.42,-9.72
66,LEFT,11.63,7.58,6.7,7.05,7.94,6.17,-5.0,-11.57,-6.32,-5.66,-12.44,-17.53,-18.18,-17.84,-19.95,-23.15,-25.4,-27.0,-27.66,-25.95,-22.17,-21.01,-32.28,-62.8,-107.25,-157.96,-208.94,-247.76,-264.25,-260.01,-238.4,-201.9,-153.1,-97.73,-43.82,5.3,47.99,78.48,94.76,105.28,116.71,129.64,140.66,143.15,138.31,130.59,114.23,83.01,44.36,11.97
67,LEFT,80.52,78.9,78.54,77.23,72.4,64.67,56.51,51.5,49.13,46.57,44.02,40.15,32.96,24.59,20.93,22.4,24.68,24.61,21.45,17.72,12.6,-4.19,-41.09,-87.84,-134.67,-182.13,-221.89,-243.16,-242.45,-225.15,-197.43,-160.71,-118.15,-73.75,-28.96,16.2,57.1,87.94,112.92,133.42,145.68,151.68,153.35,150.28,143.22,134.71,127.75,121.77,113.76,100.52
68,LEFT,81.89,81.04,77.26,69.46,63.56,62.42,64.11,66.98,68.77,67.79,64.69,61.57,57.57,52.96,48.66,44.67,41.71,39.57,36.06,30.87,25.51,11.33,-20.76,-65.41,-114.86,-166.37,-211.83,-237.18,-235.06,-207.43,-164.48,-118.15,-75.01,-36.8,0.17,36.51,66.48,91.45,113.89,129.53,141.47,155.71,167.2,170.9,167.16,158.44,150.31,145.78,140.92,131.16
69,LEFT,-74.02,-80.8,-81.07,-63.74,-38.46,-18.04,1.75,24.32,44.31,61.8,77.47,89.61,102.62,115.86,122.75,121.36,109.71,86.02,53.46,19.79,-9.5,-40.57,-78.1,-114.9,-146.37,-174.84,-197.84,-209.99,-213.15,-213.18,-209.68,-197.36,-180.92,-171.35,-164.41,-151.66,-137.05,-126.77,-116.27,-101.95,-87.08,-73.61,-62.17,-49.88,-34.91,-21.47,-11.34,-1.46,9.36,19.15
70,LEFT,0.91,-6.93,-10.2,-9.51,-14.66,-18.26,-14.5,-10.86,-11.9,-15.84,-19.77,-22.74,-24.27,-24.46,-23.97,-24.27,-25.21,-25.14,-25.55,-27.16,-27.83,-33.11,-55.96,-95.98,-139.01,-176.97,-209.97,-238.18,-258.48,-261.9,-244.19,-210.41,-167.92,-122.95,-76.11,-27.44,20.78,62.51,93.17,117.64,137.22,149.22,155.98,159.53,160.75,159.57,153.64,142.93,131.92,123.04
71,LEFT,45.27,46.21,46.44,46.8,47.97,46.34,39.67,31.71,25.65,21.89,20.55,21.56,23.53,21.81,12.97,0.54,-8.07,-10.94,-7.97,0.16,4.36,-7.87,-40.01,-78.54,-119.06,-166.69,-207.7,-225.33,-218.16,-195.14,-165.29,-131.45,-97.6,-65.06,-32.72,-4.0,15.64,26.7,37.49,49.52,58.51,67.06,78.99,93.07,104.99,115.29,124.91,127.69,123.51,119.32
72,LEFT,-62.65,-47.13,-24.43,-5.0,7.98,18.21,31.17,44.96,58.97,76.88,94.93,106.56,109.81,110.15,109.41,100.67,83.49,61.42,34.36,4.61,-27.13,-60.14,-94.05,-129.0,-159.5,-182.15,-200.49,-213.93,-218.45,-216.21,-209.36,-199.63,-191.48,-184.65,-176.18,-165.41,-152.74,-134.79,-110.31,-86.54,-70.67,-61.06,-50.55,-36.8,-23.66,-13.29,-5.31,2.53,10.13,15.79
73,LEFT,-14.95,-18.09,-21.94,-24.22,-21.99,-19.6,-20.31,-21.69,-21.63,-21.74,-23.36,-25.8,-28.05,-28.75,-27.91,-28.08,-31.6,-36.21,-38.01,-37.83,-37.39,-36.28,-39.95,-61.0,-102.89,-155.44,-208.36,-253.11,-280.23,-282.34,-261.86,-226.24,-181.44,-132.64,-81.41,-28.86,22.81,67.84,100.28,123.79,140.42,147.86,150.75,152.36,150.9,147.09,143.29,138.31,129.54,115.16
74,LEFT,-56.39,-43.62,-24.71,-5.76,14.17,34.13,51.37,70.67,93.84,112.42,122.28,127.71,132.78,134.73,127.64,111.22,88.75,62.07,30.03,-6.89,-42.04,-73.2,-104.12,-135.71,-166.05,-189.0,-202.95,-210.18,-212.51,-213.96,-214.8,-211.34,-201.55,-187.18,-169.42,-150.07,-132.02,-114.85,-99.29,-85.79,-76.73,-71.98,-63.71,-50.4,-39.66,-33.24,-24.84,-10.84,4.72,18.7
75,LEFT,37.09,34.18,32.59,32.05,32.34,30.35,23.06,14.14,9.22,8.62,8.68,10.15,10.82,3.45,-4.8,-5.63,-2.04,1.8,2.85,-0.96,-10.15,-17.79,-29.95,-67.52,-124.55,-178.67,-225.44,-264.64,-284.26,-278.04,-250.55,-210.47,-164.5,-113.53,-60.54,-9.55,34.32,68.25,98.35,125.8,148.2,168.76,184.8,190.92,190.21,187.86,183.14,173.42,159.74,145.45
76,LEFT,-47.35,-18.75,13.29,34.63,47.49,59.77,69.79,77.08,86.36,96.34,100.99,99.29,97.78,98.36,93.57,79.49,63.96,51.61,34.76,8.05,-22.22,-49.09,-80.05,-120.42,-157.72,-183.34,-199.71,-210.63,-215.66,-213.82,-208.04,-199.69,-188.07,-173.53,-158.07,-142.1,-128.08,-118.8,-108.29,-91.5,-72.07,-57.36,-47.59,-35.42,-20.36,-7.05,5.08,16.37,25.56,36.71
77,LEFT,41.07,38.79,36.69,31.21,25.97,23.1,18.78,10.68,2.37,-2.87,-3.38,-3.28,-4.87,-5.02,-6.03,-11.41,-19.36,-23.18,-21.28,-22.15,-27.4,-29.78,-30.91,-45.92,-85.95,-141.58,-196.62,-238.82,-259.13,-259.51,-247.12,-223.89,-193.24,-159.16,-120.96,-75.08,-25.72,17.69,52.82,79.88,98.43,111.17,124.38,136.4,139.94,138.26,136.68,132.06,123.51,116.84
78,LEFT,-33.96,-38.24,-33.2,-10.39,16.23,32.06,41.5,53.76,67.66,82.56,100.63,118.76,135.79,150.96,159.93,161.73,154.69,133.48,99.18,58.7,13.74,-36.06,-80.83,-117.03,-149.53,-176.87,-196.21,-205.63,-207.99,-210.35,-213.58,-214.16,-207.96,-194.1,-175.01,-155.29,-139.63,-128.94,-119.9,-107.51,-92.35,-76.28,-60.81,-48.43,-37.13,-26.79,-19.76,-12.97,-2.53,11.01
79,LEFT,-45.8,-51.54,-54.84,-48.04,-27.22,-2.67,16.1,30.28,44.16,60.68,75.93,85.99,96.1,108.53,115.12,111.14,104.06,96.58,79.07,46.0,1.09,-47.63,-88.26,-121.62,-156.03,-188.05,-212.77,-228.79,-235.22,-234.02,-231.48,-231.37,-227.69,-216.64,-202.64,-189.03,-173.38,-156.79,-143.18,-128.45,-109.24,-90.23,-76.81,-67.07,-57.29,-49.37,-41.77,-30.25,-18.42,-12.7
80,LEFT,-33.13,-38.41,-42.5,-46.39,-51.21,-54.03,-54.19,-55.32,-57.36,-56.37,-52.02,-46.56,-40.5,-34.91,-33.29,-36.15,-39.64,-41.78,-43.46,-44.29,-47.37,-61.51,-91.46,-130.99,-168.29,-193.73,-205.51,-202.5,-182.19,-147.9,-105.62,-60.73,-16.38,22.56,53.03,77.29,93.81,102.93,107.61,109.94,112.79,113.06,108.08,102.3,97.48,90.41,81.51,75.04,69.26,60.73
81,LEFT,-24.67,-28.99,-29.47,-20.23,0.97,27.7,55.53,85.59,111.99,127.94,142.6,163.38,178.06,176.69,164.99,147.65,121.14,85.46,48.12,16.97,-9.66,-41.52,-76.61,-108.15,-139.87,-172.79,-198.46,-209.71,-211.37,-209.96,-206.32,-201.71,-197.18,-191.56,-182.37,-168.12,-151.25,-137.52,-127.19,-115.26,-103.16,-93.68,-85.58,-73.92,-57.28,-43.19,-34.06,-25.28,-14.63,-4.37
82,LEFT,41.17,39.95,35.93,33.84,34.06,30.73,22.28,15.18,13.39,15.58,18.42,19.27,16.58,9.42,-3.04,-18.11,-24.03,-19.5,-17.77,-19.88,-19.6,-19.93,-30.64,-61.35,-110.54,-166.28,-214.15,-242.11,-247.85,-234.67,-208.43,-177.06,-141.84,-101.43,-58.11,-18.39,15.56,47.01,76.12,101.14,119.43,131.94,142.74,150.1,150.83,146.24,138.96,131.06,122.74,113.78
83,LEFT,-30.17,-33.65,-33.91,-20.74,2.24,24.44,45.21,68.41,87.95,99.24,109.01,121.14,135.33,147.84,150.53,142.99,129.79,109.79,79.82,41.17,-2.53,-46.29,-83.31,-115.96,-149.78,-178.61,-196.09,-202.97,-202.85,-196.51,-186.86,-179.93,-173.62,-163.92,-152.66,-142.33,-129.41,-111.84,-94.84,-81.29,-71.29,-61.98,-49.91,-37.87,-28.31,-19.76,-11.58,-4.36,4.87,16.34
84,LEFT,-27.09,-32.06,-31.94,-29.08,-27.92,-28.84,-29.71,-32.0,-36.17,-37.89,-36.68,-38.76,-44.96,-47.83,-44.27,-39.37,-37.74,-38.66,-39.26,-38.93,-37.11,-34.59,-41.46,-71.86,-122.58,-176.59,-223.14,-254.71,-264.66,-253.24,-226.54,-191.01,-150.09,-107.53,-65.5,-21.2,24.9,67.15,99.63,121.46,136.97,150.51,161.64,166.12,164.66,160.86,155.72,148.9,139.32,124.22
85,LEFT,-34.0,-7.44,13.29,29.21,43.64,54.97,62.76,73.72,90.38,109.06,125.76,135.65,134.38,120.47,96.46,65.19,27.81,-10.03,-44.31,-79.5,-114.87,-142.78,-161.95,-175.53,-186.33,-194.85,-196.89,-192.96,-186.75,-177.82,-163.06,-145.47,-132.61,-124.12,-115.62,-104.52,-92.37,-79.29,-65.79,-54.03,-40.44,-26.07,-16.63,-8.98,0.36,8.6,15.13,22.22,36.86,56.53
86,LEFT,-59.08,-65.2,-67.73,-56.05,-28.48,5.08,38.01,65.01,78.33,84.56,93.9,102.14,104.66,100.21,87.69,72.54,58.09,39.41,16.05,-9.39,-37.33,-70.07,-107.39,-141.42,-167.22,-190.84,-213.29,-227.25,-230.93,-226.84,-218.57,-209.02,-199.15,-191.83,-186.27,-176.71,-161.02,-142.43,-122.19,-102.17,-88.3,-77.37,-63.85,-51.2,-42.25,-35.72,-29.58,-23.11,-15.63,-7.27
87,LEFT,18.09,15.29,10.11,4.26,2.99,6.98,8.48,6.55,5.72,1.51,-0.48,1.71,-3.79,-13.18,-21.38,-27.36,-25.85,-22.73,-25.28,-28.89,-28.88,-26.79,-27.59,-43.88,-86.06,-143.04,-195.53,-237.01,-265.36,-276.48,-265.99,-236.67,-195.58,-145.57,-87.56,-23.05,38.53,86.16,120.6,145.08,163.38,179.78,190.72,193.64,191.52,185.8,174.72,158.58,140.97,125.09
88,LEFT,-59.02,-58.36,-57.53,-56.85,-55.61,-54.24,-56.12,-57.19,-44.07,-12.57,28.58,72.11,110.1,134.74,153.73,173.91,183.07,172.69,148.7,114.5,67.46,10.68,-44.07,-90.1,-130.24,-168.56,-203.65,-230.5,-247.15,-254.24,-252.79,-243.45,-230.9,-221.43,-213.89,-204.53,-192.09,-176.86,-158.37,-138.96,-120.53,-103.57,-91.27,-81.38,-69.26,-56.09,-41.54,-26.48,-15.53,-9.45
89,LEFT,65.14,62.32,62.45,63.28,64.44,64.95,62.65,55.87,49.16,47.36,51.04,55.6,56.43,54.32,50.4,44.48,37.0,30.82,25.99,23.93,24.82,15.7,-15.82,-65.2,-118.47,-168.41,-210.64,-236.65,-242.79,-231.2,-203.62,-164.65,-118.72,-69.36,-21.96,19.4,53.53,81.95,106.09,127.57,145.99,160.21,172.04,182.75,190.88,193.23,188.39,179.37,169.05,157.51
90,LEFT,-90.68,-85.18,-82.59,-80.49,-79.05,-81.91,-83.67,-69.53,-34.02,12.59,57.83,94.3,120.12,140.7,158.74,168.21,165.63,151.49,125.74,89.42,45.84,-0.75,-48.47,-98.01,-144.53,-182.11,-210.05,-228.43,-241.73,-255.37,-264.41,-264.47,-256.41,-242.9,-224.04,-204.26,-189.87,-176.79,-159.16,-140.35,-125.72,-111.25,-93.01,-76.75,-66.11,-57.27,-41.57,-16.44,9.64,27.71
91,LEFT,-84.08,-70.49,-58.01,-48.5,-38.57,-28.7,-22.57,-20.9,-20.38,-17.93,-13.68,-9.1,-3.54,3.41,7.23,4.77,-2.22,-12.59,-16.2,-9.62,-7.22,-10.32,-14.93,-37.31,-87.16,-146.64,-197.98,-239.27,-264.29,-262.2,-236.03,-197.16,-151.85,-100.36,-45.86,5.87,52.21,88.89,112.72,127.6,141.37,156.02,164.57,164.51,161.21,158.23,153.76,145.88,136.68,128.09
92,LEFT,-14.32,-15.43,-21.53,-24.66,-25.59,-28.45,-31.95,-34.57,-37.32,-40.06,-40.01,-36.74,-33.82,-32.74,-33.11,-35.41,-38.29,-38.4,-35.3,-31.25,-27.63,-28.77,-45.45,-84.0,-133.26,-174.93,-199.45,-202.16,-177.33,-133.18,-89.52,-53.67,-24.29,-0.93,18.37,34.58,45.1,40.86,17.55,-15.22,-48.06,-74.55,-89.13,-93.03,-87.74,-72.12,-48.43,-19.49,14.08,47.0
93,LEFT,-24.31,-22.99,-22.79,-26.15,-34.49,-34.73,-13.59,20.48,52.65,81.39,109.29,137.19,165.18,190.24,209.12,218.81,215.54,197.55,166.27,124.5,71.86,8.83,-56.12,-111.33,-150.12,-180.74,-214.13,-239.07,-245.72,-245.59,-244.79,-238.24,-225.03,-210.0,-193.87,-177.39,-164.27,-152.02,-137.74,-120.98,-103.43,-86.23,-69.95,-56.01,-43.09,-30.83,-20.39,-10.27,0.78,10.8
94,LEFT,4.81,-2.06,-7.78,-8.31,-12.53,-18.73,-22.26,-21.37,-17.4,-15.18,-17.88,-22.74,-25.88,-26.29,-25.64,-24.37,-23.88,-26.21,-31.11,-35.45,-35.8,-33.38,-43.35,-80.06,-134.32,-187.5,-233.09,-268.0,-284.57,-279.75,-256.78,-218.03,-168.09,-114.26,-58.2,-2.6,47.21,86.58,112.28,129.06,143.51,156.14,166.06,172.88,174.99,171.59,163.95,153.12,139.45,125.68
95,LEFT,-33.16,-28.67,-7.41,22.67,45.83,61.38,77.35,94.69,109.9,126.73,149.38,174.13,193.39,198.56,188.48,170.37,147.34,116.6,80.91,44.7,6.09,-34.19,-71.89,-106.07,-139.1,-171.78,-199.01,-213.61,-216.12,-213.79,-206.63,-193.55,-183.25,-178.98,-173.59,-160.87,-143.33,-125.69,-110.76,-96.71,-81.33,-68.09,-58.4,-49.17,-37.87,-24.71,-12.8,-3.82,4.36,14.5
96,LEFT,-33.79,-33.43,-31.51,-29.85,-26.5,-23.86,-24.39,-25.42,-26.13,-29.73,-36.3,-42.54,-47.08,-48.93,-47.29,-43.31,-40.06,-39.81,-41.34,-41.04,-36.36,-29.25,-30.38,-53.27,-98.67,-152.98,-204.6,-247.28,-272.98,-276.81,-258.54,-224.26,-180.7,-131.91,-82.48,-33.26,16.48,64.35,105.39,132.92,151.65,169.91,182.76,185.57,182.49,176.1,166.98,158.32,151.31,144.04
97,LEFT,2.17,-2.44,-9.04,-22.8,-36.02,-36.23,-20.77,3.2,24.15,38.7,55.91,77.82,100.33,125.14,149.52,164.63,165.28,152.58,131.12,102.77,65.5,20.66,-25.0,-68.37,-113.95,-160.92,-200.94,-233.73,-262.35,-281.95,-288.46,-285.61,-279.75,-270.14,-257.21,-245.34,-233.64,-218.66,-201.01,-183.39,-165.43,-145.49,-125.34,-108.89,-98.96,-90.33,-79.42,-68.54,-58.25,-49.36
98,LEFT,-25.32,-26.66,-30.92,-34.95,-34.62,-31.86,-32.04,-34.12,-33.49,-31.09,-31.32,-34.72,-38.0,-38.27,-36.46,-34.64,-32.82,-31.08,-29.92,-29.23,-27.52,-24.46,-28.99,-55.95,-104.68,-157.73,-205.34,-246.08,-272.2,-276.79,-259.75,-225.73,-183.04,-138.65,-93.51,-44.27,5.53,52.06,95.35,127.51,146.04,160.8,174.5,183.19,185.96,184.48,180.08,173.73,166.7,159.34
99,LEFT,-51.55,-57.64,-64.08,-58.39,-35.07,-4.22,24.0,48.25,67.25,80.5,91.78,105.16,122.89,138.29,142.42,136.46,121.53,94.4,57.54,19.72,-14.17,-50.19,-90.87,-128.48,-159.46,-187.52,-213.48,-232.93,-242.41,-239.89,-228.88,-216.71,-206.6,-198.03,-187.44,-171.69,-153.19,-137.52,-124.09,-109.47,-95.06,-81.64,-69.36,-58.12,-46.43,-34.49,-22.86,-12.29,-4.78,2.26
100,LEFT,43.0,42.41,39.67,36.33,33.42,30.33,25.44,18.52,11.85,9.71,12.08,15.52,15.92,10.87,3.21,-3.54,-7.01,-10.36,-15.63,-18.38,-17.9,-14.91,-16.35,-38.44,-86.53,-145.03,-197.14,-240.03,-274.02,-288.81,-276.2,-239.94,-191.39,-140.98,-94.04,-53.32,-13.2,32.28,77.0,112.82,138.68,158.4,173.75,181.39,181.21,177.93,174.15,168.07,157.27,142.25
101,LEFT,-50.28,-52.91,-60.45,-60.83,-40.82,-6.06,28.11,54.23,72.53,87.25,99.91,110.17,119.18,125.64,125.79,115.64,94.74,66.69,36.5,7.04,-26.68,-67.07,-104.23,-135.34,-165.42,-186.92,-197.84,-207.8,-219.74,-227.68,-226.02,-216.07,-201.49,-185.25,-170.41,-158.63,-151.66,-146.26,-137.23,-122.09,-102.54,-82.16,-64.11,-50.66,-39.28,-26.46,-12.8,-0.69,9.54,20.2
102,LEFT,91.23,87.81,87.35,85.39,80.64,77.7,76.87,73.55,66.75,59.43,52.87,47.17,44.27,44.58,45.67,46.12,44.23,39.46,35.13,31.23,16.34,-15.4,-56.48,-102.9,-152.28,-193.37,-213.49,-212.59,-195.6,-167.25,-132.86,-94.36,-53.8,-13.43,23.61,52.71,75.62,97.37,119.31,140.21,156.84,167.3,173.51,178.29,180.0,174.55,163.66,153.43,144.73,133.33
103,LEFT,-33.31,-34.11,-28.92,-8.04,22.95,49.37,71.06,94.78,120.43,142.0,158.34,176.71,196.37,206.24,202.58,192.32,180.21,163.08,133.76,89.23,38.42,-7.92,-48.81,-89.02,-131.72,-172.81,-204.6,-225.67,-236.9,-240.46,-240.52,-236.75,-227.07,-210.31,-191.2,-174.71,-153.03,-118.86,-85.94,-72.79,-71.63,-64.34,-52.55,-43.84,-38.04,-33.56,-27.61,-18.04,-7.85,-0.97
104,LEFT,83.7,87.99,90.86,92.39,94.68,98.46,102.8,106.22,107.02,106.29,105.95,106.86,107.73,106.54,103.33,99.2,96.24,96.69,99.41,93.12,65.2,20.55,-30.48,-84.86,-139.87,-188.16,-220.63,-232.11,-215.46,-172.12,-118.6,-66.04,-13.0,42.68,94.85,137.64,174.41,207.43,233.45,252.69,269.04,281.26,284.08,276.88,265.22,252.91,238.07,220.45,203.75,187.73
105,LEFT,-138.01,-130.48,-121.06,-114.21,-112.77,-115.95,-119.79,-120.87,-105.81,-59.9,5.69,58.84,85.36,101.97,120.05,133.75,139.17,134.19,117.0,87.43,48.75,5.81,-39.73,-84.52,-125.25,-164.43,-201.28,-229.73,-247.35,-254.31,-252.09,-246.02,-236.33,-221.21,-204.96,-191.56,-179.64,-166.59,-152.93,-137.3,-118.75,-101.43,-88.28,-77.86,-65.02,-48.9,-33.62,-19.47,-5.85,4.62
106,LEFT,-54.53,-54.51,-53.9,-51.83,-51.07,-46.46,-26.73,8.83,47.23,78.34,106.53,137.43,167.71,190.19,198.15,192.4,176.67,148.84,106.72,53.98,-2.97,-55.34,-96.24,-130.23,-163.26,-191.02,-209.66,-218.9,-220.0,-214.14,-203.32,-190.6,-178.69,-170.35,-161.42,-146.35,-128.11,-112.65,-98.71,-83.44,-70.98,-58.38,-36.76,-10.01,9.78,19.1,24.54,28.81,30.73,33.51
107,LEFT,38.17,39.21,38.62,35.18,30.99,26.75,22.82,18.46,13.87,9.77,7.36,6.49,5.26,4.02,-0.74,-5.24,-5.33,-9.26,-15.99,-19.52,-19.84,-17.3,-20.57,-42.88,-86.09,-142.04,-199.16,-248.08,-283.91,-300.03,-293.28,-269.01,-232.23,-186.48,-132.22,-71.39,-12.56,35.48,73.52,106.0,129.93,149.92,173.69,193.67,201.99,202.42,199.96,194.47,185.81,176.51
108,LEFT,-0.91,9.82,15.38,13.25,14.37,21.5,23.44,18.27,12.27,7.43,2.47,-1.28,-4.13,-8.35,-12.18,-15.09,-15.29,-11.65,-8.84,-9.02,-17.98,-45.61,-85.87,-126.19,-162.08,-188.33,-199.08,-192.96,-177.26,-159.6,-138.33,-111.75,-84.2,-60.51,-37.21,-9.97,17.72,42.52,63.95,85.1,106.85,123.34,132.96,138.92,142.38,144.68,144.96,140.23,133.18,127.88
